"acc_rep_num ","company_code","DIST_CODE","report_date","ip_number","accident_dt_time","shift_code","plce_of_acc","road_name1","acc_type","nature_of_acc","wthr_code","road_sur_code","op_hrs_code","type_loc_code","traf_vol_code","traf_flow_code","traf_cntrl_code","col_with_code","type_of_col_code","srs_inj","minor_inj","fatal","bus_towed","sketch","photo_taken","mech_fault","pol_report","pol_rep_num","dutyio_code","release_status","damage_to_bus","Facts_txt","brief_part","rsn_for_late_rep","create_by","create_dt","modify_by","modify_dt","mig_flag","off_on_svc"
"W08012015","02","SW","10/02/2015","201500755","09/02/2015 16:45","3","Holland Rd","Holland Rd b/stop - Lien Twrs","1","1","1","1","4","42","3","1","5","70","54","0","0","0","N","Y","N","N","N","","14","R","SBS2992A - Right front v/m glass damaged ( JERG )","Aft paxs activities at bus bay 14.8 KM along Holland Rd I moved out & then stopped at the bus bay exit to check any oncoming m/veh on my right. When suddenly I noticed a black colour pte bus came from behind drove at fast speed & by-passing my bushad its left front v/m hit onto the right front v/m of my bus. Aft accident said pte bus did not stop & sped off but due to infront t/light Queensway red light said pte bus then stopped at said junct. I alighted & went over to said pte bus &informed him that my bus right front v/m glass was damaged I wanted to take photo but he refused I then jotted down said pte bus reg no PC9000Z. I returned to my bus informed WOCC & advised me to wait for CRS. Tr paxs. Aft CRS replaced my v/mI then drove my bus back to SLBP.","","","jradaa01","10/02/2015 14:25","","10/02/2015 14:25","","N"
"E08132015","02","SE","10/02/2015","201500756","09/02/2015 17:38","2","MATTAR ROAD O/S MACPHERSON PRI. SCHOOL","MATTAR ROAD","1","1","1","1","9","20","2","1","5","70","54","0","0","0","N","Y","Y","N","N","","14","R","NEARSIDE REAR BODY","On the accident date & time while operating svc 135 SBS8380B along Matter road reducing driving speed to conform to traffic red light. A van PA2183Y on the left lane collided onto the bus s exit door. The bus sustained damages on the nearside rearbody while the van s RHS view mirror broke. That s all.","","","edsfof02","10/02/2015 17:00","","10/02/2015 17:00","","N"
"W07952015","02","SW","10/02/2015","201500757","09/02/2015 17:42","3","C'Wealth Ave / Nth Buona Vista Rd","C'Wealth Ave","1","1","1","1","4","22","4","1","3","70","60","0","0","0","N","Y","N","N","N","","14","R","SBS2720T - Rear ctr bumper damaged ( CLRG )","I was driving my bus coming from C’Wealth Ave turning left dir to Nth Buona Vista Rd. When I saw a ped was crossing at a zebra crossing I then stopped my bus at a zebra crossing abt 6 secs when I heard sound came from the rear of my bus I did notnot alighted to check due to behind oncoming m/vehs I moved off & then stopped at the roadside said car then stopped infront of my bus. I alighted to check the m/car’s driver was a male European refused to exchange his particulars & informed hewanted to report & then drove off. I then cont my svc.","","","jradaa01","10/02/2015 11:23","","10/02/2015 11:23","","N"
"E08112015","02","SE","10/02/2015","201500758","10/02/2015 06:01","1","Opps Christ The King Church","Ang Mo Kio Ave 8","2","1","1","1","1","42","2","1","5","86","63","0","1","0","N","Y","Y","N","Y","NP299","14","R","SBS8383T, No damaged","I was driving bus svc 22. While I was stopping at the said b/stop I saw a subject (an elderly male Malay) from opps the road running across the road to catch my bus. As such I waited for him and my bus was stationary. When he reached he missedhis footstep and fell right in front of the buss door step. I then helped him and called OCC. Ambulance activated. The rest of my pax then alighted from my bus and boarded another bus svc 22. He then conveyed to hospital after attended by paramedicGinselle. I have a witness at scene. I am lodging this report for record purpose. Thats all.","","","amoppr10","10/02/2015 16:30","amoppr10","10/02/2015 16:31","","N"
"W08352015","02","SW","11/02/2015","201500759","10/02/2015 07:00","3","c'wealth ave west bef bs27.8km","commonwealth ave west","2","1","1","1","3","33","3","3","5","86","78","0","0","0","N","Y","Y","N","N","","14","R","sbs3824X - HCRG, cctv","I was on the extreme left lane alg said location twds Clmenti Ave 3. On reaching said bs I heard as if somone had fallen. I checked and discovered a F/Malay pax abt 10Y lying on the floor near the exit door.She does not require med attn as she claimed she was nt inj. OCC informed. Both alighted at said bstop. I then proceed to Clementi Int. No inj. That is all","","","wdssof01","11/02/2015 15:50","","11/02/2015 15:50","","N"
"E08392015","02","SE","11/02/2015","201500760","10/02/2015 07:10","1","CHAI CHEE ROAD BUS STOP NEAR BLK 24","CHAI CHEE ROAD","2","1","1","1","5","42","4","1","5","86","82","0","0","0","N","Y","Y","N","Y","F/2015","14","R","NO DMG","I stopped at a bus stop along Chai Chee Road for pax activities. As I was about to move off saw an elderly man running and waving at my bus. As such I stopped to allow him to board. After he boarded another elderly lady tried to board the bus.However I accidentally closed the doors and hit the elderly lady who fell to the ground. I immediately went down the bus to help her onto the bus. I called EOCC and they activated ambulance. The ambulance came but she was not sent to hospital as shehad no injury. Her particulars : Yeo Im Neo S0629369G. That s all.","","","edsfof02","11/02/2015 16:18","","11/02/2015 16:18","","N"
"W07102015","02","SW","05/02/2015","201500761","04/02/2015 13:50","1","Clementi Bus Interchange Driveway","Clementi Bus Interchange","3","1","1","1","19","37","3","1","1","85","58","0","0","0","N","Y","Y","N","N","","23","R","SBS8079Y  Front left view mirror dropped. CCTV  (CLRG)","As normal after picked up passengers at Clementi Interchange svc 285 boarding berth I was driving along the Interchange driveway towards the exit point. As I was tired and lack of focus resulted my bus front left view mirror grazed against the sidewall of the Clementi Interchange. I then went down to checked and found my bus sustained front left view mirror dropped. I report to my route master - Goh and route master - Goh assist me to transferred my paxs to the next bus. Route Group Technicianthen assist to take over my bus and returned back to the parking lot. No injury reported. My route master instructed me to report to Bukit Batok workshop and make district report as well. That is all.","","","wdblrs04","05/02/2015 16:23","","05/02/2015 16:23","","N"
"W06732015","02","SW","04/02/2015","201500762","04/02/2015 13:53","1","Jurong West Street 62 - Blk 622","Jurong West St 62","1","1","1","1","16","33","4","3","2","85","76","0","0","0","N","Y","N","N","N","","23","R","SBS3420C - Exit door glass left cracked ( BLRG )","Aft paxs activities at kerbside b/stop along JR West St 62 I then left said b/stop. Aft crossing the ped t/light junct when I heard cracked sound came from my bus. And I heard a pax saying that my bus door glass had cracked & he saw a boy actionliked throwing something. I then stopped at roadside. I alighted to check & I saw 3 boys student ( 2 malay & 1 chinese ) & I then asked them who threw & 2 malay student pointed to me it was him the Chinese boy wanted to run away & I asked him tocome over & to show him the damaged & I asked him to follow me to Inter & he told me that his father would scold him & he wanted to go home. I then asked my colleague to help me to stop from leaving & I took photo of him & let him left the scene.WOCC did not responded I then cont my svc to BLI.","","","jradaa01","04/02/2015 15:43","","04/02/2015 15:43","","N"
"E07922015","02","SE","10/02/2015","201500763","04/02/2015 15:39","9","Along Jalan Jurong Kechil","Jalan Jurong Kechil","2","1","1","1","5","42","2","3","5","86","74","0","0","0","N","Y","N","N","Y","NP299","23","R","SBS3653Y, No damaged","I was informed by my RM that someone had lodged a complain against me. The incident happened on 04/02/2015 at about 1539hrs while my bus svc 157 was traveling along Jalan Jurong Kechil. A male pax allege that I have jammed barke as a result hehad injured his knee. I wish to state that I have no knowledge of such incident and the said male pax did not approached me after the incident. Thats all.","","I wish to state that I have no knowledge of such incident and the said male pax did not approached me after the incident.","amoppr10","10/02/2015 10:25","","10/02/2015 10:25","","N"
"E07032015","02","SE","05/02/2015","201500764","04/02/2015 15:50","1","AMK AVE 6","AMK AVE 6","1","1","1","1","18","33","3","2","5","70","54","0","0","0","N","Y","Y","N","Y","T/2015","23","R","RIGHT REAR DMG","I was driving along AMK ave 6 lane 3. A blue comfort taxi which was driving on lane 2 (my right side) side swipe my bus. I then drove a little further and pulled over. I walked over to the back of my bus. I saw the taxi turning left into AMK StreetSt 12 and sped off. I did not manage to see the registration plate of the taxi.  No injury. That s all.","","","edsfof02","05/02/2015 15:23","","05/02/2015 15:23","","N"
"W07182015","02","SW","06/02/2015","201500765","04/02/2015 17:07","3","macpherson rd bef bs7.0km","macpherson rd","1","1","1","1","10","33","2","3","5","70","54","0","0","0","N","Y","Y","N","N","","23","R","sbs6813H - NS front v/m cover cracked, HCRG, cctv","I was on the extreme left lane heading twds Toa Payoh. On reaching the side road of Tannery Rd I noticed a crane WB5619A had stopped at its ingress of the said side road and its hook was protruding out. I swerved to the right to keep a dist.As I was passing by it suddenly I heard sound. I checked and discovered that its hook had came out and hit onto the NS front v/m cover of my bus. OCC informed. Said crane driver refused to furnish particulars. no inj.","","","wdssof01","06/02/2015 09:30","","06/02/2015 09:30","","N"
"E06952015","02","SE","05/02/2015","201500766","04/02/2015 19:57","2","8427BNEW BRIDGE TERMINAL","NEW BRIDGE TERMINAL","3","1","1","1","11","38","4","1","5","70","67","0","0","0","N","Y","Y","N","N","","23","R","REAR RIGHT SIDE BUMPER DMG","While reversing in New Bridge Terminal my bus accidentally hit another unattended bus (SBS3839D SVC 2). The driver of the latter already finished work. No injury. That s all.","","","edsfof02","05/02/2015 13:34","","05/02/2015 13:34","","N"
"E07282015","02","SE","06/02/2015","201500766","04/02/2015 19:57","3","NEW BRIDGE TERMINAL","NEW BRIDGE TERMINAL","3","1","1","1","21","38","4","1","5","70","56","0","0","0","N","Y","Y","N","N","","23","R","RIGHT REAR DMG","My bus was unattended in the parking lot in New Bridge Terminal when it was hit by sbs8427BSvc 12. I already finished work. No injury. That s all.","","","edsfof02","06/02/2015 12:04","","06/02/2015 12:04","","N"
"W08162015","02","SW","11/02/2015","201500767","04/02/2015 20:36","2","corporation road bef X bn lay drive","corporation road","1","1","1","1","10","33","3","3","1","70","54","0","0","0","N","Y","Y","N","N","","23","R","sbs8881Y - rear rhs body panel dmg, CLRG, cctv","aft pac act at bstop I need to go from extreme left to extreme right lane to make a right turn ahead into Bn Lay Dr. I had kept a proper lookout from 1st lane to the 2nd lane and then ensure there is no incoming vehicle bef switching to 3rd lane.While crossing over from the 2nd to 3rd lane suddenly my bus rear rhs was hit by a towing vehicle.","","bc reported to Rg on 06/02","wdssof01","11/02/2015 08:56","","11/02/2015 08:56","","N"
"W06842015","02","SW","05/02/2015","201500768","05/02/2015 05:10","1","Soon Lee Bus Park","Level 4 Bus Park parking lot","3","1","1","1","1","39","4","1","5","91","73","0","0","0","N","Y","N","N","N","","23","R","SBS8773B - Rear right corner bumper, talilamp & body damaged ( BLRG )","My bus was parked at SLBP level 4 at svc 252 parking lot. Aft 1st parade task I boarded my bus to leave bus park. I drove out & then turned left when I heard sound came from the rear right portion of my bus. I stopped & alighted to check & saw thethe rear right corner of my bus had grazed against the protector railing of lamp post at svc 254 & 252. I then reported to stby mechanic at bus park.","","","jradaa01","05/02/2015 09:20","","05/02/2015 09:20","","N"
"W07582015","02","SW","09/02/2015","201500769","05/02/2015 06:59","1","Bedok Interchange alighting berth","Bedok Interchange","2","1","1","1","12","37","2","1","5","86","64","0","0","0","N","Y","Y","N","Y","d/2015","23","R","sbs6026M - BMRG, cctv","On incident date my 2nd trip was from BMI to Bedok Int. I was driving svc 16. Everything was normal and I ended shift at 1513h. I wish to state that I was not notified by any pax that someone had fell. On 07/02 at 1100h I was informed by RM Christhat a pax claimed to had fell at Bedok Int alighting berth on 05/02. I had no knowledge of such incident nor any pax inj during my shift. that is all","","bc was informed of case on 07/02","wdssof01","09/02/2015 10:53","","09/02/2015 10:53","","N"
"W07892015","02","SW","09/02/2015","201500770","05/02/2015 07:26","1","HCI boarding berth 2","hg central interchange","3","1","1","1","2","37","2","1","5","70","54","0","0","0","N","Y","Y","N","N","","23","R","sbs3000G- OS window glass scratches, HCRG, cctv     sbs9390R, svc107,front w/screen shattered, NS v/m dmgd","Aft pax act at boarding berth 1 I was abt to move off. I saw a svc89 moved into berth 2. I confirmed my right rear was clear and I slowly swerve to the right when suddenly I heard horn sound from the rear. It was too late as sbs9390R had grazedagaisnt the panel of my bus. Both buses damaged. no inj. that is all","","bc reported to RG on 06/02","wdssof01","09/02/2015 17:04","","09/02/2015 17:04","","N"
"W08192015","02","SW","11/02/2015","201500770","05/02/2015 07:26","3","HG central Int bef berth 4","hougang central int","3","1","1","1","5","37","2","1","5","70","54","0","0","0","N","Y","Y","N","N","","23","R","sbs9390R - NS front w/screen, v/m dmgd, HCRG, no cctv     sbs3000G, w/0789/2015","I was driving alg the driveway near to ped crossing bef boarding berth 2 I saw BCs crossing so I stopped. I then saw SBS3000G suddenly swerved out from boarding berth1 and its OS body grazed my bus causing damages to both buses. No inj. that is all","","bc reported to rg on 06/02. district rcvd report on 10/02","wdssof01","11/02/2015 10:12","","11/02/2015 10:12","","N"
"W07072015","02","SW","05/02/2015","201500771","05/02/2015 07:30","1","Jln Buroh / Pandan Rd","Jln Buroh","1","1","1","1","5","25","3","2","1","90","76","0","0","0","N","Y","N","N","N","","23","R","SBS9607S - Right rear last piece window glass cracked ( JERG )","I was driving my bus at the 1st right outer lane Jln Buroh turning right dir to Pandan Rd. Said junct showed green light I slowed down my bus & saw opp dir no oncoming m/veh I then make a right twds ComfortDelgro b/stop when I heard sound camefrom the right rear portion of my bus. Then followed by a pax m/Chinese approached me & informed me that my bus at the rear glass had cracked. I then stopped at b/stop 7.1 KM to check. WOCC informed transfer call to CRS. Then I was told totransfer paxs then RTD to SLBP.","","","jradaa01","05/02/2015 16:00","","05/02/2015 16:00","","N"
"E07592015","02","SE","09/02/2015","201500772","07/02/2015 08:00","1","TAMPINES ROAD","TAMPINES ROAD","1","1","1","1","7","33","2","2","5","70","52","0","0","0","N","Y","Y","N","N","","23","R","FRONT WINDSCREEN DAMAGE","My bus hit the rear of a lorry (XD5373K) in front when it suddenly stopped. The lorry suddenly stopped could be due to the traffic in front of it. No injury. That s all.","","","edsfof02","09/02/2015 10:57","","09/02/2015 10:57","","N"
"E08092015","02","SE","10/02/2015","201500773","07/02/2015 09:15","1","HABOURFRONT TERMINAL","HARBOURFRONT TERMINAL","3","1","1","1","9","38","4","1","5","91","67","0","0","0","N","Y","Y","N","N","","23","R","REAR RIGHT SIDE DMG","My bus accidentally hit the concrete barrier behind while reversing in Harbourfront Terminal. No injury. That s all.","","","edsfof02","10/02/2015 15:40","","10/02/2015 15:40","","N"
"E07802015","02","SE","09/02/2015","201500774","07/02/2015 11:44","1","TELAOK BLANGAH ROAD 13.2 KM","TELOK BLANGAH ROAD","3","1","1","1","12","33","3","3","5","70","52","0","0","0","N","Y","Y","N","N","","23","R","NO DMG","I was driving along Telok Blangah Road when another bus (SBS6728X SVC 100) in front of my bus suddenly braked. As a result my bus left mirror touched the rear of SBS6728X. No injury. That s all.","","","edsfof02","09/02/2015 14:55","","09/02/2015 14:55","","N"
"W07542015","02","SW","09/02/2015","201500774","07/02/2015 11:40","4","telok blangah road, B14131","telok blangah road","1","1","1","1","10","42","3","1","5","70","60","0","0","0","N","Y","Y","N","N","","23","R","sbs6728x- rear w/screen dmgd, SGRG, cctv     sbs8788J,svc145","Aft pax act at said bstop a SBS bus hit me in the rear as I prepare to exit from said bstop. no inj. that is all","","","wdssof01","09/02/2015 10:19","","09/02/2015 10:19","","N"
"W07772015","02","SW","09/02/2015","201500775","07/02/2015 12:20","1","tiong bharu Rd T jln membina","tiong bharu road","1","1","1","1","2","25","2","3","1","70","54","0","0","0","N","Y","Y","N","N","","23","R","sbs6052L - front RHS v/m damaged, BMRG, cctv","I was driving alg tiong bharu rd twds Bedok. At said junctn I stopped as red t/light. On my RHS a lorry approached. When it wanted to turn right into Jln Membina its LHS v/m grazed my RHS v/m causing it to bend. It proceed to turn and stoppedahead. Particulars exchanged. OCC informed. All pax alighted. CRS activated. I then RTD back to BBBP. No inj that is all","","","wdssof01","09/02/2015 14:28","","09/02/2015 14:28","","N"
"E07712015","02","SE","09/02/2015","201500776","07/02/2015 12:35","1","Aft Lrg 1 Geylang","Geylang Rd","3","1","1","1","8","42","2","1","5","70","52","0","0","0","N","Y","Y","N","Y","NP299","23","R","SBS6741G, Left v/mirror cover detached","I was driving bus svc 32 along Geylang Rd. I stopped at the b/stop after Lrg 1 Geylang along Geylang Rd to pick up a few pax. As I was about to move off the SBS in front of mine (SBS6739P svc 100) jam braked and I follow suits. However my bus leftv/mirror had slightly grazed the rear of the said bus. Due to me jamming the brakes one of my pax an elderly who had just board the bus fell on the buttocks. I immediately came out to help an elderly and offered to call for the ambulance. Howevershe told me that there was no need for the ambulance to be called and she told me that she was ok. She does not have any visible injuries on her as such some other pax and I helped her up to the seat. I have advise the pax to stay in the cabinas my bus is not continuning the svc I had to the open the doors","","","amoppr10","09/02/2015 13:47","","09/02/2015 13:47","","N"
"W07702015","02","SW","09/02/2015","201500776","07/02/2015 12:37","1","sims ave lor 1 geylang, B80051","Sims Ave","1","1","1","1","13","42","3","2","5","70","60","0","0","0","N","Y","Y","N","N","","23","R","sbs6739P- rear w/screen dmgd, SGRG, cctv         sbs6741G,svc32","I was performing pax act at said bstop when a SBS6741G svc32 hit me in the rear causing damage. No inj. that is all","","","wdssof01","09/02/2015 13:44","","09/02/2015 13:44","","N"
"W07562015","02","SW","09/02/2015","201500777","07/02/2015 15:55","2","Boon Lay Interchange","Driveway","1","1","1","1","3","37","4","1","5","91","70","0","0","0","N","Y","N","N","N","","23","R","SBS9541Y - Rear right body dented ( BLRG )","When I arr at BLI I noticed there was no empty parking lot at svc 249. Aft alighting pax at the end-on-berth parking lot I then reversed my bus to park at svc 249 lot. Due to during reversing my bus at the rear right portion was too closed to thethe concrete wall. I stopped my bus & alighted to check. I then reported to stby mechanic. ARM asked me to swap another bus to go on svc.","","","jradaa01","09/02/2015 10:50","","09/02/2015 10:50","","N"
"E07962015","02","SE","10/02/2015","201500778","07/02/2015 16:39","3","PUNGGOL ROAD","PUNGGOL ROAD","2","1","1","1","16","33","3","2","5","86","78","0","0","0","N","Y","N","N","Y","T/2015","23","R","NO DMG","I stopped at a traffic junction along Punggol Road when I heard a loud bang. Upon checking found a female chinese passenger in her 40s fell down from the second level staircase. She did not give her particulars and contact number. Other passengersassisted her and I noticed she suffererd some scratches on her forehead. She declined medical attention. My bus was stationary at that time. That s all.","","","edsfof02","10/02/2015 11:25","edsfof02","10/02/2015 11:26","","N"
"E08382015","02","SE","11/02/2015","201500779","07/02/2015 21:30","2","Junc of Bedok North Ave 4","Bedok North Ave 4","1","1","1","1","12","25","2","3","1","70","54","0","0","0","N","Y","Y","N","N","","23","R","SBS6497L, Right rear damaged","During incident period I was negotiating a right turn from Bedok North Ave 4 into Bedok North Rd when my bus was being grazed by a m/taxi (SHC 7340L) which was from my rear. As a result my bus sustained scratches on right rear. The said taxisustained dented on left front bumper. No one was injured. Bus continued service after exchanged our particulars with taxi driver. I did report this matter to workshop and photo taken by AS. Thats all.","","Off on 08/02 & 09/02.","amoppr10","11/02/2015 16:18","amoppr10","12/02/2015 09:27","","N"
"E07662015","02","SE","09/02/2015","201500780","07/02/2015 22:30","2","At Trellis Twrs b/stop","Jalan Toa Payoh","1","1","1","1","14","33","2","3","6","85","58","0","0","0","N","Y","Y","N","N","","23","R","SBS8610M, Exit door glass broken","Before I could stopped my bus at the said b/stop I heard a loud bang. But I did not know what was happen to my bus as I make a check on my left and right side no vehicles collided onto my bus.to alight my pax. A pax approached me that my bus exit door glass was broken. I do not know how it was happened. No one was injured. EOCC was informed and was told by them returned my bus to depot. Thats all.","","","amoppr10","09/02/2015 12:05","","09/02/2015 12:05","","N"
"E09042015","02","SE","16/02/2015","201500781","13/02/2015 20:25","2","TAMPINES AVE 2 BUS STOP","TAMPINES AVE 2","2","1","1","1","9","41","4","2","5","86","78","0","0","0","N","Y","N","N","Y","G/2015","14","R","NO DMG","When my bus started to move out of a bus stop along Tampines Ave 2 an elderly chinese man in his 70s suddenly fell inside the bus. Upon seeing that I immediately attended to him. No visible injury blood or bruises. The uncle told me his right armis in pain. Ambulance was activated to convey him to CGH. That s all.","","","edsfof02","16/02/2015 10:47","","16/02/2015 10:47","","N"
"W09012015","02","SW","16/02/2015","201500782","14/02/2015 05:40","1","HGBP","hougang bus park","3","1","1","1","1","39","3","1","5","70","52","0","0","0","N","Y","Y","N","N","","14","R","sbs6176M - front w/screen dmgd, F/left v/m arm dmgd, SGRG, cctv      sbs6738X, R/rear signal light cover broken","Aft reversing I moved out and turned right. While turning my bus hit stationary SBS6738X causing damge to both buses. No inj. that is all","","","wdssof01","16/02/2015 10:28","","16/02/2015 10:28","","N"
"W09242015","02","SW","16/02/2015","201500783","14/02/2015 15:07","1","Hg Ave 8 T Hg St 51","hougang ave 8","1","1","1","1","18","25","2","3","1","70","54","0","0","0","N","Y","Y","N","N","","26","R","sbs3718U - NS front corner bumper scratched, HCRG, cctv","I was on the innerlane of Hg Ave 8 twds Hg ave 6. On reaching said junctn I noticed 02 cars infront intending to turn left into Hg St 51. I then signalled to swerve out to the outerlane. As I was moving on suddenly 2nd car SJU 3987D swerved outw/o signalling thus its offside front hit my nearside front. OCC was not informed as minor dmg. No inj that is all","","","wdssof01","16/02/2015 15:20","","16/02/2015 15:20","","N"
"E09172015","02","SE","16/02/2015","201500784","14/02/2015 15:00","4","LORONG 6 TOA PAYOH","LORONG 6 TOA PAYOH","1","1","1","1","17","33","2","2","5","70","54","0","0","0","N","Y","Y","N","N","","26","R","RIGHT SIDE REAR SCRATCHES","As I was leaving a bus stop along Lorong 6 Toa Payoh my bus and a car (SBR220M) side swipe. When I stopped at the traffic junction ahead the car catched up with my bus. The driver claimed that my bus hit her car. I do not know who was at fault.No injury. That s all.","","","edsfof02","16/02/2015 14:10","","16/02/2015 14:10","","N"
"E09092015","02","SE","16/02/2015","201500785","14/02/2015 11:58","1","Aft Bef Jln Bena b/stop","Upper Changi Road North","1","1","1","1","12","33","2","2","1","70","54","0","0","0","N","Y","Y","N","N","","26","R","SBS6370T, Right rear damaged","After alight my pax at the said b/stop I check for the oncoming vehicle on my right as I am making lane change move into inner lane with intention turn into Flora Rd. . I notice that there was a m/taxi (SHC8289X) on his right signal light withwith intention want to turn into minor rd beside the ESSO. In the midst of lane change a m/taxi come straight contact with my bus. My bus sustained damaged on right rear and the taxi sustained damaged on left front. No one was injured.We then exchange our particulars and continue my svc. There was pax onboard willing to be my witness for the said incident. That’s all.","","","amoppr10","16/02/2015 12:04","","16/02/2015 12:04","","N"
"W09112015","02","SW","16/02/2015","201500786","14/02/2015 10:30","1","Lor 6 Toa Payoh","Lor 6 Toa Payoh aft TP Interch","1","1","1","1","10","33","3","3","5","70","52","0","0","0","N","Y","N","N","N","","26","R","SBS6735A - Left front side glass broken, bumper & headlamp damaged ( BMRG )","I was driving my bus along 1st left lane Lor 6 Toa Payoh following behind m/cars. And aft TP Inter not far a m/car SKG3942U travelling on my right wanted to cut into my path on seeing I gave way to said car but said car aft overtook my bus && then stopped slanting behind a stopped m/cars awaiting to turn left into a side road. To avoid I then swerved to the right but could not as a result my bus front left corner collided into the rear right corner of said car. I alighted to check.Exchange particulars.WOCC informed to wait for CRS. Aft CRS attended to CRS to my bus I was told to RTD to BBBP.","","","jradaa01","16/02/2015 12:11","","16/02/2015 12:11","","N"
"W08422015","02","SW","11/02/2015","201500787","11/02/2015 00:40","2","Buona Vista Flyover","Buona Vista Flyover aft slip r","1","1","1","1","17","33","4","3","5","91","73","0","0","0","N","Y","N","N","N","","26","R","SBS2814G - Left ctr body panel scratched, exit door dented ( BMRG )","I was driving my bus from BD Inter twds AYBP. Along AYE I turned left & then stopped my bus at the ctr lane comply to traffic red light junct with Nth Buona Vista Rd.  When green light appeared I then turned right into 1st left iner lane of  BuonaVista Flyover  & aft crossing the slip rd turning into AYE & there were 2 buses on my right. As I need to keep right at infront t/light junct & due to my bus was too closed to the pillar  when filtering to the right my bus left ctr grazed againstgrazed against the pillar. WOCC informed & to stop my bus at safely then return to WOCC. I was told to RTD to BBBP.","","","jradaa01","11/02/2015 16:47","","11/02/2015 16:47","","N"
"W09152015","02","SW","16/02/2015","201500788","06/02/2015 19:15","2","Boon Lay Interchange","End-On-Berth Parking lot","1","1","1","1","11","37","4","1","5","83","58","0","0","0","N","Y","N","N","N","","14","R","SBS9570M - Upp Deck Front left top w/screen glass cracked ( BLRG )","On 06/02/15 I arr at BLI. At the drivewayI then turned right into end-on-berth parking lot at svc 249 to alight paxs. Aft paxs activities I went to do the parade task & then I saw at U/D front left w/screen glass had cracked I did not knownthe caused. Aft checking I went to report ARM Naren he went to check my bus aft checking he told me to RTD to SLBP.","","I did not report due to I did not involved in traffic accident until 150215, Master Alan advised me to file TAC.","jradaa01","16/02/2015 14:00","","16/02/2015 14:00","","N"
"E07902015","02","SE","09/02/2015","201500789","08/02/2015 15:50","4","ORCHARD ROAD T JUNCTION NEAR YMCA","ORCHARD ROAD","3","1","1","1","15","25","1","1","1","70","52","0","0","0","N","Y","Y","N","N","","21","R","NO DMG","I stopped at a traffic junction along Orchard Road when another bus (SBS8138KSVC 175) hit my rear. There was no damage to my bus. The other driver gave me his particulars. No injury. That s all.","","","edsfof02","09/02/2015 18:04","","09/02/2015 18:04","","N"
"W07622015","02","SW","09/02/2015","201500789","08/02/2015 15:40","2","Orchard Road, aft B08041","orchard road","1","1","1","1","6","33","2","1","5","70","52","0","0","0","N","Y","Y","N","N","","21","R","sbs8138K- LHS v/m dropped, CL, cctv    sbs6060M,svc162M","Aft pax act at said bstop I followed behind SBS6060M. I noticed said bus had stopped. I too followed. I pressed brake slowly. Bus is still moving very slowly. I was looking at the side and before I knew it my LHS v/m hit said bus.I stopped and checked. Both buses stopped at the side. OCC informed. Said bus left as no dmg. My pax abt 20 of them transferred. I waited for CRS. CRS guided me back to BBBP.","","","wdssof01","09/02/2015 11:29","","09/02/2015 11:29","","N"
"E09202015","02","SE","16/02/2015","201500790","09/02/2015 16:15","4","MATTAR ROAD","MATTAR ROAD","1","1","1","1","15","33","3","1","5","70","54","0","0","0","N","Y","Y","N","N","","14","R","NO DMG","I was queueing behind other vehicles at a traffic junction along Matter road. At that time my bus was stationary. When the traffic light in front turned green I started to move. Looking through the right mirror I felt something flying. At the timeon my right side there was a car (SKA6058J). When I reached the traffic junction and stopped the car catched up with me and the driver claimed that my bus side swipe her car. I do not know whether it was true of not. No injury. That s all.","","I worked split shifts","edsfof02","16/02/2015 14:39","","16/02/2015 14:39","","N"
"W08592015","02","SW","12/02/2015","201500791","19/01/2015 08:25","1","Hougang Ave 8 / HG St 62","HG Ave 8","2","1","4","1","5","25","2","3","1","86","74","0","0","0","N","Y","N","N","Y","D/2003","23","R","SBS7626A - No damaged ( CLRG )","In regards to this feedback from R/Master Ong I wish to state that I am not aware of such incident. Furthermore that is no one approached me regarding the incident. I was driving as per normal & did not jammed brake to stop at t/light junct.I am totally unawared abt it.","","On 050215 Master Ong informed me abt CFMS","jradaa01","12/02/2015 15:59","","12/02/2015 15:59","","N"
"W07532015","02","SW","09/02/2015","201500792","08/02/2015 13:10","1","Jurong West Ave 2 / slip rd Corp Rd","Corp Rd","1","1","1","1","15","33","3","2","5","70","54","0","0","0","N","Y","N","N","N","","21","R","SBS7576K - aft Ent door body panel scratched ( BLRG )","I was driving my bus at the 2nd left lane JR West Ave 2 dir to turn left into a slip rd Corp Rd. And when I was to turn left into a slip rd a m/car SGB7146Z was at  the 1st left inner lane drove at fast sped did not turned left into slip rd &swerved to his right twds my bus front wanted to proceed straight had its right rear body grazed against the left front body aft front door of my bus.  I stopped my bus & alighted to check then I cont my svc twds BLI.","","","jradaa01","09/02/2015 10:13","","09/02/2015 10:13","","N"
"W08732015","02","SW","13/02/2015","201500793","08/02/2015 16:10","2","B08057, Orchard Rd","orchard road","2","1","1","1","2","42","2","1","5","86","74","0","0","0","N","Y","Y","N","Y","d/2015","21","R","sbs6162C - BMRG, cctv","Bef reaching said bstop a F/pax approached me and request for 1st aid as another pax had fallen in the rear of the bus. I stopped at bstop and rendered assistance. The pax that fell was a M/Chinese pax abt 40Y. He mentioned he inj his right toewhile climbing the stairs inside the bus. He applied bandage to his toe. OCC informed. Said pax assured he was fine and I cont svc. that is all","","cfms case.","wdssof01","13/02/2015 14:45","","13/02/2015 14:45","","N"
